Texto,Label Sobre Produto,Label Sobre Loja,Polaridade do review,,,,,,,
"Loja muito seria e de confiança, recomendo a todos. E também rápida no envio dos produtos!",,Store,,,,,,,,
"Um encanto.. cada detalhe, cada produto. Atendimento ótimo. Estão de parabéns!! Super recomendo!!!",,Store,,,,,,,,
Prático e seguro.,Product,,,,,,,,,
"O atendimento foi incrível. Não tenho do que reclamar. Ela postou o produto bem rápido após o pagamento e ele chegou antes do prazo. Comprei nesse loja pois ela foi uma das únicas vendedoras que me respondeu, após eu deixar perguntas sobre o produto e foi sincera ao dizer que o que eu queria que fosse enviado por Sedex, não chegaria no prazo e me aconselhou a não fazer a compra. Pensando mais na minha satisfação como cliente do que na venda que ela poderia realizar. Recomendo muito.", ,Store,,,,,,,,
"Ótima loja! Envio imediato, o produto chegou antes do previsto! Adorei comprar aqui!!! Com certeza comprarei novamente coisinhas para os meus pets!!!!", ,Store,,,,,,,,
Na foto a imagem é mais definida. Na placa não fica bem definido.,Product,,,,,,,,,
A entrega foi rápida e o produto chegou em bom estado.,,Store,,,,,,,,
"Rápida no processamento e envio. A empresa fica em Porto Alegre, então não espere entregas no dia seguinte se vc é de outro estado.",,Store,,,,,,,,
Atendimento perfeito entrega no prazo,,Store,,,,,,,,
Por q e uma empresa de confianca,,Store,,,,,,,,
"Otimo, Deu tudo certo. ´preço ótima. Entrega rápida.",,Store,,,,,,,,
"Sou cliente antigo das lojas Mel, lojas físicas, a loja virtual ainda precisa melhorar, um pouco, em termos de atendimento",,Store,,,,,,,,
"Atendimento maravilhoso, chegou super no prazo, amei, com certeza não sera a primeira compra, virao muitas outras, obrigada a todos e parabens a equipe.", ,Store,,,,,,,,
"Muito confiável e entrega super rápida,além de frete grátis!",,Store,,,,,,,,
Produtos exclusivos.\nPoderiam ser mais baratos...,,Store,,,,,,,,
"Confiável, agilidade na resolução de problemas. Produtos de qualidade.",,Store,,,,,,,,
Muito boa e preços muito bons. A entrega foi antes do prazo estipulado estão de parabéns.,,Store,,,,,,,,
Ótimo atendimento.. Produtos de qualidade e a entrega antecipada.. Recomendo,,Store,,,,,,,,
Muito bom p serviço!,,Store,,,,,,,,
Entrega rapida e produto bem embalado.,,Store,,,,,,,,
"Comprometimento,Preço baixo, rapidez na entrega!",,Store,,,,,,,,
"Loja cumpriu com o prazo, bem como forneceu informações sobre produto.\n",,Store,,,,,,,,
Prazo e comprometimento ótimo!,,Store,,,,,,,,
"Eu comprei um branco e um azul,só me integrou o branco até agora comprei 42 veio 44 e o azul nada",Product,,,,,,,,,
"Compras simples e rápido, entrega pontual .",,Store,,,,,,,,
Entrega antes do prazo. Ótimo atendimento.,,Store,,,,,,,,
Até agora só tive esse experiência com a loja. E foi ótima!,,Store,,,,,,,,
em breve comparei mais,,Store,,,,,,,,
"Fácil de achar os produtos, especificações técnicas adequadas e entrega rápida.",,Store,,,,,,,,
Ótima  loja.,,Store,,,,,,,,
Super rápido e atendeu as minhas expectativas,,Store,,,,,,,,
Pelo atendimento e agilidade na entrega e o produto muito bom,,Store,,,,,,,,
"Atendimento bom, manteve o tempo todo o status da compra atualizado, informando desde a separação até a entrega do produto. Pode confiar.",,Store,,,,,,,,
muito ágil no envio e preço incomparavel,,Store,,,,,,,,
"Muito bom. ótimo preço, atendimento. Chegou no praso.",,Store,,,,,,,,
nota 1000 equipe sensacional,,Store,,,,,,,,
Super eficiente na entrega,,Store,,,,,,,,
"Atendimento nota 10, acomapanhamento detalhado do status de entrega pelo site e recebi o produto na data informada! Show!",,Store,,,,,,,,
"Ótimo atendimento,mercadoria chegou dentro do prazo.Com certeza comprarei mais produtos com a loja Havan.",,Store,,,,,,,,
Credibilidade tradição e comprome,,Store,,,,,,,,
Excelente site,,Store,,,,,,,,
Está com problema eu escolhi 5 estrelas e ele entrou com 2! A loja é excelente falei no whatsapp e por e-mail foram atenciosos e rápidos! Muito obrigada., ,Store,,,,,,,,
"Entrega super rápida, recebi e mails diariamente  sobre a situação do pedido, recebi antesdo prazo previsto, perfeitamente embalado, me surpreendeu  positivamente. Recomendo.", ,Store,,,,,,,,
Pois a entrega chegou no prazo determinado e ìntegra.,,Store,,,,,,,,
"Compra sem problemas, entregue dentro prazo.",,Store,,,,,,,,
"excelente loja, recomendo a todos",,Store,,,,,,,,
Por ter transcorrido tudo como o combinado.,,Store,,,,,,,,
muito bom. Entrega rápida.,,Store,,,,,,,,
"A compra foi ótima, deu tudo certo.",,Store,,,,,,,,
Processo e entrega rápida,,Store,,,,,,,,
"otima loja, envio rapido, porem atrasou um pouco mas a culpa deve ser dos correios.",,Store,,,,,,,,
Ainda não recebi o meu pedido.,,Store,,,,,,,,
Escolhi porque foi indicado. Excelente atendimento.,,Store,,,,,,,,
"Porque é uma loja séria, comprometida com o consumidor, honesta, adoro!!!",,Store,,,,,,,,
"a pior loja da internet  estou com atrazo de mais de 20 dias e o  comunicação pos venda a pior q já vi totalmente inrresponsaveis serviço comunicação com cliente pos venda nota 0,0,0 muito arrependido meu produto em atrazo cod.", ,Store,,,,,,,,
A melhor loja de todas,,Store,,,,,,,,
"Fora ser publicadora da igreja a qual sou membro, excelente dinamizadora de material.",,Store,,,,,,,,
porque estou satisfeito com o produto,Product,,,,,,,,,
"Gostei muito de comprar na cia.marítima, além da qualidade dos produtos, a entrega é sempre antes da data prevista! Muito obrigada cia.marítima. Agora é só aproveitar as férias com os lindos produtos que comprei. Com certeza comprarei mais vezes.. Abraços...", ,Store,,,,,,,,
Entrega super rápida!!,,Store,,,,,,,,
"Não conhecia o site, mas gostei da compra!! Bom atendimento e passo a passo do processo de compra e recebimento muito bons!!",,Store,,,,,,,,
As minhas compras sempre chegam bem antes do prazo e as  coleções da HoneyBe são lindas. Ela se tornou minha queridinha na hora de comprar roupas para malhar., ,Store,,,,,,,,
"ótimo atendimento, recomendo.",,Store,,,,,,,,
Flexibilidade na compra.\n\nParabéns,,Store,,,,,,,,
"Cumpriram todas as etapas, de uma boa compra, prazos, embalagens, tudo muito organizado..",,Store,,,,,,,,
"Houve atraso, e veio parte de um produto e não tem 0800 para reclamações ou para tirar dúvidas.",,Store,,,,,,,,
Site muito bom!!\nSuper indico!!,,Store,,,,,,,,
"esqueceram de mostrar o serviço, e esqueceram de colocar os pneus trocados no carro e tive que voltar pra buscar, transtorno de gasto e tempo! no serviço, parabéns!", ,Store,,,,,,,,
Excelente atendimento.,,Store,,,,,,,,
Perfeita!Com certeza voltarei a comprar!,,Store,,,,,,,,
"Conheçi a loja através do ML, depois comprei direto do site, entrega super rápida, fácil de comprar, material de excelente qualidade, as peças são lindas!!", ,Store,,,,,,,,
"tudo correu conforme o combinado,preços muito bons,produtos de ótima qualidade e promoções legais!",,Store,,,,,,,,
MUITO ORGANIZADA E COPROMETIDA COM O CLIENTE!! RECOMENDO A TODOS!!,,Store,,,,,,,,
"entrega rápida, tudo ok!",,Store,,,,,,,,
Atendimento nota 10.,,Store,,,,,,,,
otima loja podem compra,,Store,,,,,,,,
Entrega rápida!,,Store,,,,,,,,
É um dos melhores perfumes.,Product,,,,,,,,,
Otimo atendimento. Todas as duvidas foram esclarecidas e solucionadas.,,Store,,,,,,,,
"Pretendo trocar a mercadoria, pois ficou pequena. Porém, fiquei apaixonada.",Product,,,,,,,,,
"A nota é para a entrega, na verdade. A transportadora usou da desculpa de que não tinha localizado o endereço para atrasar a entrega do meu produto. O endereço estava correto e trata-se de uma rua conhecida e muito bem sinalizada dentro do bairro de Pinheiros. A impressão que deixou era que não conseguiria realizar todas as entregas dentro do prazo e, então, 'jogou a responsabilidade' pro cliente, alegando que o mesmo tinha fornecido dados incorretos. Achei muito pouco profissional.", ,Store,,,,,,,,
Excelente venda e pós venda. Canais de atendimento ao consumidor que realmente funcionam. Meu produto chegou no prazo estipulado. Estou muito satisfeito!!!, ,Store,,,,,,,,
"Tirei dúvida por telefone, fui muito bem atendido e a entrega foi bem rápido. Muita qualidade",,Store,,,,,,,,
"ÓTIMO ATENDIMENTO, ENVIO SUPER RÁPIDO",,Store,,,,,,,,
"A loja é ótima, recomendo a todos",,Store,,,,,,,,
"Os produtos vem embalados de forma cuidadosa, perfumados; a entrega é rápida e os produtos são fidedignos às imagens do site.",,Store,,,,,,,,
"Ótima loja, sou cliente há uns cinco anos.",,Store,,,,,,,,
"Produto veio quebrado, levou um mes para entregarem e quando percebi que estava quebrado ja se tinham passados os 7 dias de garantia, o produto vai ser encaminhado direto da caixa para uma dessas lojinhas oficinas de assistencia. A loja nao pode fazer nada.", ,Store,,,,,,,,
Eu achei muito cômodo comprar online.,,Store,,,,,,,,
"Excelente loja, todos os produtos sao otimos.. super indico!",,Store,,,,,,,,
Pronto atendimento e produtos com alta qualidade...,,Store,,,,,,,,
"O produto é otimo, porém, comprei esse jogo na pre venda, esperando receber logo, mais de um mes antes do lancamento, enquanto alguns compraram 2 semanas antea na americanas, receberam o jogo 1 dia antes do lancamento pagando 20 reais a menos, eu paguei 170 e recebi uma semana do lancamento. Nao faco mais pre venda na shopb, so compro se ja estiver lancado e com um bom preco",,Store,,,,,,,,
"Conheço pouco a loja e, nesta primeira vez, tive um pouco de dificuldade na navegação.",,Store,,,,,,,,
"A loja foi excelente, tem preços bons e fez o envio bem rapidamente.\nRecomendo",,Store,,,,,,,,
"Pelo atendimento maravilhoso! Além dos produtos serem maravilhosos, o atendimento é impecável!!' Nota mil!!!",,Store,,,,,,,,
"Foi minha primeira compra na loja e pretendo comprar mais. A entrega foi super rápida, amei o produto. A única crítica que faço é sobre a comunicação, eu mandei mais de uma mensagem na página do facebook e a vendedora não respondeu tudo, eu até ia comprar mais coisas, mas como não tive minha dúvida tirada em relação produto, não comprei.", ,Store,,,,,,,,
gosto muito de comprar online e entrega em tempo legal .,,Store,,,,,,,,
"acho essa loja expetacular,nunca tive problemas com nenhum produto de vocês",,Store,,,,,,,,
"Recomento, o atendimento é excelente vendedores atenciosos procuram sanar todas as dúvidas com cordialidade e rapidez.",,Store,,,,,,,,
"A compra pelo site foi um sucesso! Muita facilidade para o cliente, entrega no tempo estipulado, muito bom!",,Store,,,,,,,,
Loja com entrega rápida. Buscador de preço e avaliação de produto limitado.\n,,Store,,,,,,,,
"Muito pontuais, entregaram antes do horário combinado. Super indico!!!",,Store,,,,,,,,
"Bons produtos, e ótimos preços.",,Store,,,,,,,,
"Ótima loja para compras ! Rápida, prática e confiável !",,Store,,,,,,,,
Porque o atendimento e otimo,,Store,,,,,,,,
Chegou rápido e tudo ok,,Store,,,,,,,,
Pelo mais que excelente atendimento para consertar o fato de um dos blocos ter vindo com marcas. Agradeço muito à PAPELERO.,,Store,,,,,,,,
Excelente atendimento e rapidez na entrega! Muito satisfeita!,,Store,,,,,,,,
òtimo. Veio em prazo curto e era a mercadoria que eu esperava. Muito satisfeito.,,Store,,,,,,,,
ótima a compra tudo muito pratico e rápido eu recomendo,,Store,,,,,,,,
"Produto de ótima qualidade, recomendo.",Product,,,,,,,,,
"Rapidez na entrega  se o pagamento for efetuado por boleto, comodidade.",,Store,,,,,,,,
Já compro na loja a bastante tempo não tenho  ao que queixar sempre pontualidade  nas entregas.,,Store,,,,,,,,
fui bem atendido achei otimo a forma de rastreamento q me informava pelo celular onde estava o produto e tudo q disseram  sobre o produto foi realmente verdade .\numa das coisa mais importante da compra pela internet  e a transparencia e fui bem atendido quanto a isso parabens GAME7., ,Store,,,,,,,,
Envio rápido e bem embalado.,,Store,,,,,,,,
gosto dos produtos e do tratamento,,Store,,,,,,,,
"A entrega foi rá pida , antes do prazo e o produto chegou em perfeitas condições.",,Store,,,,,,,,
"Entrega sempre dentro do prazo, sempre que preciso entrar em contato logo tenho resposta",,Store,,,,,,,,
Experiência de compra pelo site é ótima!!,,Store,,,,,,,,
Excelente empresa!! Entrega em tempo estipulado.,,Store,,,,,,,,
Essa loja tem um dos melhores atendimento  ao cliente\nVcs estao de parabens,,Store,,,,,,,,
"Escolhi devido a promoção do fone tão bem falado, a loja foi eficaz quanto ao pedido que chegou impecável.",,Store,,,,,,,,
"No começo confesso que fiquei insegura, mas quando chegou a mercadoria eu adorei, chegou no prazo certo, são lindas e ainda ganhei desconto para próxima compra. SUPER INDICO", ,Store,,,,,,,,
Otimo vendedor,,Store,,,,,,,,
Já comprei antes e a compra super tranquila e entrega no prazo. Recomendo!,,Store,,,,,,,,
Rápido e fácil. Recomendo.,,Store,,,,,,,,
"Já fiz mais de uma compra nessa loja, só elogios.",,Store,,,,,,,,
Otimo preço dos produtos! Amostras e rapida entrega!,,Store,,,,,,,,
Escolhi prque achei o site legal.produtos bonitos de se ver.Não me arrenpendi.,,Store,,,,,,,,
"Confirmação rápida de pagamento com envio imediatamente após, entrega dentro do prazo. Dei um voto de confiança e não me arrependi.",,Store,,,,,,,,
"Gostei muito do prazo, bem abaixo do prometido.",,Store,,,,,,,,
"Como fiz o nome... Compra certa!!!\nEntrega dentro do prazo, entregadores atenciosos.",,Store,,,,,,,,
Qualidade perfeita Produto de excelência,Product,,,,,,,,,
Atraso na entrega,,Store,,,,,,,,
"Compra fácil, prazo de entrega cumprido.",,Store,,,,,,,,
a estrela 10 demorou muito para entregar fiz 3 compras no mesmo dia e as outras duas compras chegaram muito rapido e a da estrela10 chegou dois meses depois mais foi entregue tudo direitinho, ,Store,,,,,,,,
Comparei novamente com toda certeza,,Store,,,,,,,,
fácil de navegar,,Store,,,,,,,,
"A loja tem fácil navegação, nesse quesito tudo certo.",,Store,,,,,,,,
Não recebi minha compra.\nPrimeira e ultima vez que compro na Polishop.\nQuero meu dinheiro de volta.,,Store,,,,,,,,
"Melhor preço, interface do site facil e atraente de usar",,Store,,,,,,,,
Excelente produto.,Product,,,,,,,,,
produto entregue com rapidez.,,Store,,,,,,,,
Satisfeita com o atendimento.,,Store,,,,,,,,
A escolha foi em razão do preço do produto e o frete grátis.,,Store,,,,,,,,
"Melhor preço,  grande variedade e entrega rápida!",,Store,,,,,,,,
Eu comprei o preto e achei lindo !!!,Product,,,,,,,,,
Prazo de entrega excelente. Atendimento excelente. Recomendo,,Store,,,,,,,,
Loja super recomendada!!! ;),,Store,,,,,,,,
Rapida e Pratica nas vendas Muito boa !!,,Store,,,,,,,,
Fui informada todo o tempo sobre as fases até a entrega da mercadoria.,,Store,,,,,,,,
"Já compro a um tempo e tudo é original , tem uma entrega rápida , um site fácil de comprar , super indico .",,Store,,,,,,,,
ter uma experiencia e saber se cumpriria minha expctativa,,Store,,,,,,,,
"Ótimos produtos,gostei recomendo.",Product,,,,,,,,,
Recomendo !!!!! \nExcelente atendimento !!!,,Store,,,,,,,,
pelo preço qualidade e entrega mais rápida.,,Store,,,,,,,,
"o atendimento é excelente, tive todas minhas dúvidas esclarecidas, entrega rápida!\nSuper recomendo!",,Store,,,,,,,,
NÃO FUI BEM INFORMADO NO SITE ARESPEITO DO FOGAO QUE COMPREI,,Store,,,,,,,,
"Produtos de excelente qualidade, mas não fui atendido em reclamação, o brinde chaveiro anunciado no driver oversound não veio na embalagem, nem sequer obtive resposta. Gostaria muito de melhorar minha nota!!", ,Store,,,,,,,,
"Pontualidade, preco, responsabilidade",,Store,,,,,,,,
"Tive uma primeira experiência com o Santa e Sexy horrível.\nNormalmente quando fazemos a compra de algum produto e é autorizado a compra nos é dado um prazo de entrega e assim que o produto é enviado a empresa nos envia o rastreador do pacote para que possamos monitorar a chegada.\nNada disso foi feito a principio. Eles enviaram um email avisando-me que a compra tinha sido bem sucedida e que o produto estava sendo enviado brevemente.\nPassou-se 3 dias e tentei todos os meios de comunicações possíveis para contata-los mas nenhum funcionou. Continuei tentando até quando descobri o chat do próprio chat, reclamei que não tinha recebido o rastreador do pacote e a atendente também não soube me responder mas me garantiu que o pacote chegaria na data indicada.\nPois bem chegou o dia da entrega e nada. Esperei uma semana após a data de entrega do produto e nada. Resolvi abrir uma disputa no pagseguro. Assim que eu abri, no dia seguinte eles me enviaram um email com o rastreador e me avisaram que o pacote tinha sido enviado. Ou seja desde então o pacote estava parado dentro da empresa ou segundos eles me disseram, tiveram problemas com os correios.\nO site em si é super bem montado, tem produtos muito legal que eu compraria muita e muitas vezes mas com esse atendimento ao cliente eles ficaram a desejar.", ,Store,,,,,,,,
"A entrega foi rápida e as respostas imediata, o site muito bom em suas informações.",,Store,,,,,,,,
"A compra foi feita pela Internet, e dentro do prazo.",,Store,,,,,,,,
Entrega na data certa! e todos os produtos em perfeito estado,,Store,,,,,,,,
Excelente atendimento e entrega no prazo previsto.,,Store,,,,,,,,
Adoro as peças da Hope.,,Store,,,,,,,,
"Sou muito fã dessa loja, os preços são muito bons, além da confiança.",,Store,,,,,,,,
Primeira de muitas compras.,,Store,,,,,,,,
"Merece, pois as pesquisas dos produtos são bons explicam tudo que eu preciso,  a entrega é rápida e os produtos são bem embalado.",,Store,,,,,,,,
Otimo produto e entrega super rapida,,Store,,,,,,,,
"Muito bom, facilidade no pagamento e entrega rápida.",,Store,,,,,,,,
Tem produtos de ótimo quali,,Store,,,,,,,,
"Se houvesse dez estrelas as daria com certeza. O cuidado com a embalagem, as informações precisas, a delicadeza no pós venda conquistaram a minha confiança. Parabéns á Bibeli.", ,Store,,,,,,,,
"Deu tudo certo, entrega rápida, produto corresponde ao anúncio.",,Store,,,,,,,,
"gostei de comprar online na Catran, loja que já adorava quando morava no Rio de Janeiro, na rua Santa Clara...",,Store,,,,,,,,
Loja muito atenciosa e eficiente. Recomendo.,,Store,,,,,,,,
Entrega muito rápido.,,Store,,,,,,,,
Recomenfo pois cumpre oque promete,,Store,,,,,,,,
Loja muita rápida!,,Store,,,,,,,,
"Entrega sempre no prazo,ótimo atendimento.",,Store,,,,,,,,
Porque foi tudo entregue dentro do prazo...,,Store,,,,,,,,
foi rapida entrega,,Store,,,,,,,,
A loja é confiável.,,Store,,,,,,,,
Tive que trocar o aparelho por outro de menor capacidade e não tive problema com a loja. Já chegou o novo e estou aguardando a retirada do antigo.,,Store,,,,,,,,
"FOI FÁCIL, RÁPIDO E COM ÓTIMO PREÇO. ADOREI RECEBER O BÔNUS E GANHAR O DESCONTO ESPECIAL",,Store,,,,,,,,
ADORO! ENTREGA SEMPRE SUPER RAPIDA.,,Store,,,,,,,,
"atendimento excelente, entrega rápida e muito bem embalada",,Store,,,,,,,,
A compra foi tranquila e o produto foi bem embalado.,,Store,,,,,,,,
Agilidade na compra e entrega rápida e segura.,,Store,,,,,,,,
Não tive nenhum problema com a compra.Recomendo!,,Store,,,,,,,,
"nota 10, respeita seus cliente , e dão satisfação dos produtos vendidos, confio plenamente... positivo",,Store,,,,,,,,
Entrega rápida e segura.,,Store,,,,,,,,
Eu ESCOLHI Essa Loja Por Que Eu Já CONHECO,,Store,,,,,,,,
A experiência foi boa. A entrega foi super rápida.,,Store,,,,,,,,
10 boa entrega e informa sobre o andamento,,Store,,,,,,,,
Eu gostei muito tem boas ofertas e entrega rápido parabens oboticario ...mais eu gostaria de amostra porque tem umas coisa que eu não compro porque eu não conheço. ..., ,Store,,,,,,,,
Ótima loja ! Totalmente compromissada com seus clientes.,,Store,,,,,,,,
"atendimento top!como sempre , eficiente e rápido",,Store,,,,,,,,
Impressionante a rapidez da entrega. Muito Bom!,,Store,,,,,,,,
"A compra realmente foi segura, mas o rastreamento do frete é muito zoado quando não é pelos correios",,Store,,,,,,,,
Até o momento tudo ok. Só estou aguardando a devolução do dinheiro de dois produtos que não atenderam a minha expectativa!,,Store,,,,,,,,
Muito bem cotada pela ainternet. Atendeu a expecyativa.,,Store,,,,,,,,
As vendedoras muito atenciosas,,Store,,,,,,,,
Muito prestativos e atenciosos. Parabéns!,,Store,,,,,,,,
"Preço justo, similar ao das lojas físicas (mesmo com o frete). A entrega chegou na data, porem quase excedendo o prazo. Produto veio muito bem conservado e embalado.", ,Store,,,,,,,,
"A loja faz o básico, vc compra,  paga e ela te envia. Agora se vc precisar do pós venda, esqueça. A loja desconhece o direito básico do consumidor de trocar um produto em caso de defeito. No meu caso, que adquiri o par de telas e uma delas não reproduz vídeo, tive que enviar o produto ( pagando as despesas de envio ) à loja e eles enviariam ao fabricante p/ análise em garantia, que no meu caso já passou de 01 mês !!!!!", ,Store,,,,,,,,
pq é rapida na entrega do produto,,Store,,,,,,,,
"Tudo certinho conforme combinado na compra, com certeza comprarei mais na loja.",,Store,,,,,,,,
"ótima loja, ótimo atendimento, entrega super rápida, gostei e recomendo",,Store,,,,,,,,
"SITE BEM COMPROMISSADO COM O CLIENTE, SEM FALAR NOS SUPER DESCONTOS ENCONTRADOS, EU QUE SOU FÃ DE COSMETICOS E PERFUMES TODOS OS DIAS CONFIRO AS PROMOÇÕES E NOVIDADES POSTA PELO SITE. RECOMENDO DEMAIS, PREÇO BOM E ENTREGA EFICIENTE.", ,Store,,,,,,,,
"Recebi um email que me deixou com duvida, fiz contato por telefone e o atendimento foi otimo e esclarecedor, o prazo de entrega tambem foi muito rapido", ,Store,,,,,,,,
Entrega pontual. Ótimo relacionamento com o cliente.,,Store,,,,,,,,
Por ser uma loja agradável de navegar e fac de comprar,,Store,,,,,,,,
Otimo atendimento no prazo combinado,,Store,,,,,,,,
Produto de boa qualidade e site da loja muito facil de navegar.\n,,Store,,,,,,,,
MUITO BEM ATENDIDO EMPRESA SERIA DESDE O ATENDIMENTO PARA INICIO DA COMPRA TANTO PELO SITE COMO POR TELEFONE NO INICIO DA COMPRA ATÉ A ENTREGA DO PRODUTO.\nPARABENS REALMENTE FUI MUITO BEM ATENDIDO, ,Store,,,,,,,,
E UM     PERFUME MUITO VENDIDO E O CHEIRO E MUITO BOM DE SENTIR.,Product,,,,,,,,,
Sao excelentes produtos,,Store,,,,,,,,
Pela rapidez na entrega,,Store,,,,,,,,
Entega rapida. Produto veio conforme especificado,,Store,,,,,,,,
"Meus produtos foram divididos em duas caixas, diz a nota fiscal, só recebi 03 itens de menor valor, há uma semana tentando saber o que ocorreu e me responderam que iriam checar com o Correio, mas um cliente que contrata o despacho deveria saber com rapidez, até agora nada.", ,Store,,,,,,,,
vibo produto na internet achei interessante e comprei mais ne arrependida da escolha por isso não gosta de compra da internet. a gente ver uma coisa e pessolmente é outra muito grande e rosa demais, ,Store,,,,,,,,
loja boa\n,,Store,,,,,,,,
TVZ está de Parabéns! Cumpriu o prazo de entrega antes do previsto!,,Store,,,,,,,,
A compra foi fácil e a entrega muito rápida.,,Store,,,,,,,,
Site bonito e fácil de navegar.,,Store,,,,,,,,
A compra foi bem facil e tambem fui bem atendido!,,Store,,,,,,,,
"Muito bom e de qualidade, super recomendo.",Product,,,,,,,,,
O atendimento foi  exelemte,,Store,,,,,,,,
Apesar de algumas ter apresentado defeito o atendimento e a troca foram feitos com respeito e honestidade.\n,,Store,,,,,,,,
Entrega feita corretamente e dentro do prazo.,,Store,,,,,,,,
"Entrega super rápida, bem antes do previsto. Recomendo.\nHá um erro no código do produto que comuniquei à loja. Isso me fez ligar para técnicos, autorizadas e para a Fujitsu, concluindo que era erro de digitação no site.", ,Store,,,,,,,,
"A empresa que faz entrega em Curitiba é ruim, mas a época é ótima",,Store,,,,,,,,
"O único problema é que recebi um código de rastreamento que não era meu, por conta disso fiquei preocupado com minha compra, no mais, o site é muito bonito, fácil de comprar e o produto chegou 1 dia antes do prazo final.", ,Store,,,,,,,,
Tudo dentro da melhor maneira possível!!,,Store,,,,,,,,
Entregue conforme combinado...,,Store,,,,,,,,
O que houve com essa loja. Vou deixar de ser cliente.,,Store,,,,,,,,
´Pelo ótimo atendimento e envio rápido dos produtos de excelente qualidade.,,Store,,,,,,,,
Cirúrgica Vida e Saúde é uma loja excelente. Manda o pedido muito bem embalado e até antes do prazo de entrega. Estou muito satisfeita com o atendimento da loja., ,Store,,,,,,,,
"Fui bem atendido e a emtrega super rápida, chegando antes do prazo estipulado.",,Store,,,,,,,,
"ME MANDARAM BOTÃO DO FAROL QUE NÃO DEU, E ME MANDARAM RELÉ COM DEFEITO",Product,,,,,,,,,
Pode comprar sem medo!,,Store,,,,,,,,
"meu baixo chegou muito rapido ,a loja e otima",,Store,,,,,,,,
"poderia votar no numero 5, mas aprovação da compra demorou muito.",,Store,,,,,,,,
"Entrega super rápida, sem susto.",,Store,,,,,,,,
Ok. Boa apresentação,Product,,,,,,,,,
Entrega rápida e produtos de qualidade,,Store,,,,,,,,
Prático,Product,,,,,,,,,
muita boa compra,,Store,,,,,,,,
"De início fiquei com receio pois não conhecia a loja, a entrega demora um pouco mas o preço foi o melhor e recebi tudo corretamente. Recomendo a loja sem sombra de dúvida.", ,Store,,,,,,,,
"A loja foi super atenciosa e me atendeu muito bem, porém a transportadora foi bem péssima e não tinha telefone de contato",,Store,,,,,,,,
Rápida entrega.,,Store,,,,,,,,
sempre muito prestativa e atenciosa e a entrega mais q excelente sempre antes do prazo!!!!,,Store,,,,,,,,
"A loja é excelente, tem preços ótimos, variedade e valores de entrega ótimos! Recomendo!",,Store,,,,,,,,
"A loja online da Staples é ótima. Rápida para fazer o pedido e rápida na entrega. Já era cliente nos EUA, sempre que viajava para lá. Agora virei daqui também.", ,Store,,,,,,,,
"Facilidade de compra,  pagamento  facilitado  e entrega rápida!",,Store,,,,,,,,
"Atendimento muito bom, respeitoso e de qualidade! inclusive pós compra!",,Store,,,,,,,,
Tem produtos legais e material a disposição da criatividade Nerd.,,Store,,,,,,,,
Super fácil e seguro comprar no compra certa Brastemp !!!!!,,Store,,,,,,,,
"Menus muito simples , preços bons , entrega rápida.",,Store,,,,,,,,
o atendimento da loja er otimo mas o produto demorou muito pra chegar por isso nao dei nota 5.,,Store,,,,,,,,
"Loja confiavel ,entrega no prazo.",,Store,,,,,,,,
"Já compro há muito tempo, totalmente honesta e rápida para entrega.",,Store,,,,,,,,
"Produto excelente, porém a entrega não atendeu minhas espectativas demorou muito mais q o prazo descrito.",,Store,,,,,,,,
Embora os produtos não estejam satisfatório o processo de compra e entrega foram excelentes.,,Store,,,,,,,,
Por conhecer a empresa.,,Store,,,,,,,,
"Processo rápido e descomplicado, entrega dentro do prazo.",,Store,,,,,,,,
Entrega rapida,,Store,,,,,,,,
Eu achei ótmo o atendimento,,Store,,,,,,,,
Rápida entrega!,,Store,,,,,,,,
Entrega muito rápida e eficiente.,,Store,,,,,,,,
chegou certinho e antes do previsto,,Store,,,,,,,,
Ocorreu tudo dentro do combina. produto entregue dentro do prazo. e em perfeita condição.,,Store,,,,,,,,
"Produto incrível, entrega super rápida, comecei a usar e simplesmente me apaixonei, o cabelo se torna de fato mais brilhoso e em semanas já se nota resultado no crescimento. Cheirinho especial de ervas.", ,Store,,,,,,,,
Rápida na entrega. 2 vez que compro.e recomendo,,Store,,,,,,,,
Ocorreu tudo antes do prazo.,,Store,,,,,,,,
Boa compra!,Product,,,,,,,,,
"Sou cliente da loja física e agora da web também, as minhas compras na Symbol sempre ocorrem sem problemas.",,Store,,,,,,,,
Foi minha primeira compra no site. Ocorreu tudo muito bem. Entrega rápida. Gostei!,,Store,,,,,,,,
Pq foi tudo perfeito \nPreço bom\nÓtimo produto\nEntrega super rapids,,Store,,,,,,,,
"Simples, pontual e precisa.",,Store,,,,,,,,
O serviço de entrega e relacionamento com o cliente é péssimo. Não recomendo a ninguem.,,Store,,,,,,,,
"Ótimo se preocupa se o produto chegou, muito atenciosos, gostei bastante o produto que comprei chegou no prazo tudo certinho!!  pode confiar que não vai se arrepender.", ,Store,,,,,,,,
"Já virei cliente da loja, muita variedade, preço ótimo e entrega super rápida sem falar da qualidade.",,Store,,,,,,,,
"Rápidos, atenciosos, site facil de comprar e muito honestos.",,Store,,,,,,,,
A qualidade dos produtos me decepcionou muito. A imagem mostrada no site não transmite a realidade. Fiquei satisfeita apenas com a entrega que foi rápida., ,Store,,,,,,,,
