Texto,Label Sobre Prduto,Label Sobre Loja,Polaridade do review,,
Otimo,Product,,Good,,
"Mudas (Mix 3) conforme o anunciado.
Gostei muito de ganhar uma muda a mais como brinde.",Product,Store,Good,,
Muito bom!!!,Product,,Good,,
Cor linda!!!! Amei demais. Super recomendo,Product,,Good,,
"Compra rápida e segura, envio muito rapido",Product,Store,Good,,
"A pulseira é linda, e não oxida. O perfume tem uma fragrância doce e suave, o hidratante deixou minha pele super macia. Eu adoro os produtos do boticário, sempre compro e recomendo. Prefiro as compras on-line, pois no site sempre tem promoções ótimas com custo benéficos excelentes. ",Product,Store,Excellent,,
"Eu achei os produtos Gaya com qualidade medianda em comparação com e-liquids de ponta, encontrados no exterior. É um e-liquid que satisfaz, mas quem esta acostumado com produtos de qualidade esse juice serve para as horas de necessidade.",Product,,Good,,
"Muito legal, super recomendo.
Entrega antes do prazo.",Product,Store,Good,,
G,,,Neutral,,
Fragância suave e perfeita,Product,,Good,,
"Eu achei o produto ótimo, prático e de fácil utilização.",Product,,Good,,
"Entrega segura e rápida.
",,Store,Good,,
"Compra realizada com sucesso, entrega feita conforme anuncio e o produto é muito bom.",,Store,Good,,
"O material muito fraco, a parte da dobradiça quase não tem encache, o material e de péssima qualidade! ",Product,,Bad,,
Produto ótimo. Boa relação custo x benefício.,Product,,Good,,
Excelente. Resultado já na primeira semana de uso!,Product,,Good,,
"Tecido confortável , bem quentinha, tamanho certo.",Product,,Good,,
A malha é ótima e meu filho adorou. É linda e ficou ótima nele!!,Product,,Good,,
produto muito bom e assistência ao cliente muito boa.,Product,Store,Good,,
"as minhas, compradas há 3 anos tinham um couro mais macio",Product,,Bad,,
Produto de qualidade muito bom.,Product,,Good,,
"A embalagen é totalmente diferente da embalagem da foto,quanto ao perfume não fixa na pele tem um cheiro enjoado!",Product,Store,Bad,,
"Produto de boa qualidade.
Cuidado com a qualidade dos conectores e do cabo.",Product,,Good,,
"Estou gestante.
Apesar de não ter visto novas estrias, as que já tinham saído não amenizaram muito.",Product,,Bad,,
Excelente produto e preço.,Product,,Good,,
Adorei e ficou muito lindo na parede do meu Reizinho,Product,,Good,,
Adorei a textura e o cheirinho !,Product,,Good,,
"Produto de qualidade, e ótimo caimento, serviu perfeitamente em meu corpo, otima costura.  ",Product,,Good,,
"Eu uso esse perfume há muitos anos, é o meu preferido, inclusive uma pessoa falou que esse perfume combina comigo, ela disse assim: "" Até o seu perfume combina com você. """,Product,,Good,,
Lindo! Só Ainda não tive tempo de usar todas as funções q ele oferece. ,Product,,Good,,
Polishop é demais!!! Produtos Sensacionais e realmente Ótimos só uso Polishop de agora em diante!!,,Store,Good,,
Ótimo para brincar com seu cachorrinho!! ,Product,,Good,,
"Produto muito bom, excelente acabamento e funcionamento perfeito.",Product,,Good,,
"Eu achei o produto de ma' qualidade, porém chegou direitinho. ",Product,Store,Bad,,
Ótimo o produto deixa o cabelo super macio hidratado. É a entrega foi super rápida obrigado superou minha expectativas. ,Product,Store,Good,,
"Pensei que fosse mais macio por dentro. Não é duro, mas por ser anti impacto e vendo pela foto, pensei que fosse mais acolchoado. ",Product,,Good,,
"Máscara sensacional, super funciona.",Product,,Good,,
Excelente ,Product,,Good,,
Fixacao boa dos cachos e cheiro maravilhoso!,Product,,Good,,
"Excelente, cumpriu minhas expectativas, totalmente satisfeito",Product,,Good,,
Muita variedade de estampa bonita.,Product,,Good,,
"Eu achei,otimo!",Product,,Good,,
"Muito bom!
Embalagem linda!",Product,,Good,,
A beleza do aço escovado e a qualidade da Zee-Dog! Preste atenção ao tamanho. O tamanho M já é bem grandinho.,Product,Store,Good,,
Perfeito!!!!,Product,,Good,,
"O produto corresponde á descrição dele no site, logo, é exatamente o que eu esperava receber.",Product,Store,Good,,
"Excelente volatilidade. Não se dispersa imediatamente pelo ambiente perdendo o cheiro. Entretanto, a embalagem merece ser melhor acondicionada nas entregas para se evitar o vasamento do produto.",Product,Store,Bad,,
Sapato muito bonito e confortável. Uma ótima união de estilo com maciez!,Product,,Good,,
EXCELENTE PRODUTO! BEM CONFORTÁVEL! RECOMENDO A TODOS!,Product,,Good,,
Gostei muito,Product,,Good,,
"A qualidade, apresentação ",Product,,Good,,
"Com dois dias de uso,  a tela veio a queimar,  e não desliga ou liga quando desejado !!! Péssimo !!!",Product,,Store,,
Maravilhoso! Perfeito! Aroma doce e delicado!,Product,,Good,,
muito bom  otimo,Product,,Good,,
"Produto bom. Atendeuinhs expectativas.
Recomendo.",Product,,Good,,
Ótimo produto!Faz pouca fumaça e não deixa a carne seca.,Product,,Good,,
"Vcs cumpriram a data de entrega , e o produto funcionou normalmente ...obrigado",Product,Store,Good,,
Ótimo. Produto de excelente qualidade.,Product,,Good,,
Eu achei o produto ótimos...porém pela internet a entrega é bem demorada.,Product,Store,Bad,,
Ótimo produto fixa muito bem e bem parecido com a cor do veículo. Recomendo. ,Product,,Good,,
Muito bom,Product,,Good,,
"Fiz a compra no dia 22 de fevereiro de 2017, hoje é dia 10 de março de 2017 e o produto ainda não chegou.
Peço ajuda para receber o produto, haja visto que já foi debitado no dia no meu cartão de crédito.",,Store,Dangerous,,
Sim,Product,,Good,,
"Muito bom, produto e prazo de entrega",Product,Store,Good,,
Foi presente,,,Neutral,,
"ótimo produto, funciona mesmo.",Product,,Good,,
Muito bom produto para encadernação. Somente acho que poderia ser um pouco menor as argolas para melhorar ainda mais a estética da encadernação.,Product,,Good,,
Na primeira lavagem desbotou totalmente o tecido. ,Product,,Bad,,
"Lindo, apenas precisei trocar por conta do tamanho! Quem tem seios grandes, já compra o G para não ter problema, o top tem forma pequena, mas é lindooooo",Product,,Good,,
"Produto ótimo amei, o cabelo fica muito mácio...",Product,,Good,,
Fragrância enjoativa.,Product,,Bad,,
Muito bom. Adorei.,Product,,Good,,
"muito bom produto, principalmente pelo artigo e pelo ótimo preço",Product,Store,Good,,
Produto de excelente qualidade. Todos os coolers funcionam e refrigeram c/ qualidade. ,Product,,Good,,
muito bom,Product,,Good,,
"nao tao confortavel, pelo tamanho do salto ... mas bem bonita",Product,,Good,,
e um bom produto. por a qualidade e o preso.eu recomendo.. beijos ,Product,,Good,,
Bom produto.,Product,,Good,,
"Cheiroso !! Bom demais """""" ",Product,,Good,,
"Cadeira linda e moderna, super bem feita e resistente! ",Product,,Good,,
Delicioso!,Product,,Good,,
so nao veio com papel de presente que eu havia pedido...,,Store,Bad,,
"O melhor uso a 30 anos, só parei quando vcs pararam de fabricar ",Product,,Excellent,,
comprei para uma amiga e ela amou!,Product,,Good,,
"Excelente ter um afinador e metronomo no mesmo aparelho, tambem ter a opcao de gravar frases para estudo faz esse produto indispensavel para maximizar seu tempo de estudo.",Product,,Good,,
muito bom jogo exelente,Product,,Good,,
Tive um pouco de irritaçao por conta do cheiro e mwu cabelo ficou bem oleoso. Coloquei no shampoo pra ver se tenho mwlhor adaptaçao . Mas com o uso wm alguns dias notei quw estou tendo queda. :(,Product,,Bad,Dangerous,
"PELO PREÇO, PELA PROMOÇÃO",,Store,Good,,
Amei a calça.,Product,,Good,,
Muito bom,Product,,Good,,
Obrigado pela atenção achei o produto muito bom.,Product,,Good,,
"Tênis muito bom, vale a pena o custo benefício!",Product,,Good,,
"Joia, um otimo produto",Product,,Good,,
"Meu marido adorou! A cueca veste muito bem! 
Obrigada",Product,,Good,,
"Bom produto, indico a todos",Product,,Good,,
"Muito bom.
Recomendo.",Product,,Good,,
otimo.Boa qualidade.Gostei do produto e do atendimento .Obrigado.,Product,Store,Good,,
Gostei demais. Recomendo.,Product,,Good,,
todas tintas vazando um lixo,Product,,Bad,Offensive,Dangerous
"O produto é bom, a entrega chegou conforme combinado, porém ao abrir a embalagem, que por sinal estava muito bem embalado, os cartuchos estavam demasiadamente sujos de toner, sendo impossível usá-los sem antes efetuar a limpeza. Acredito que este fato vai ser corrigido pelo fornecedor. Recomendo.",,Store,Bad,Dangerous,
"ótima,comprei para uma amiga,ela adorou, pois combina perfeitamente com o tom da pele.",Product,,Good,,
"Gostei, muito bom!",Product,,Good,,
Presente maravilhoso! Quem recebeu amou e está usando muito!!,Product,,Good,,
Bom e bonito ,Product,,Good,,
"Adorei o produto, deixa os cabelos bem hidratados e macios, super recomendo....e a entrega foi dentro do prazo",Product,Store,Good,,
Porque passei a me sentir ótima após iniciar o tratamento e a orientação da minha médica é para eu continuar mantendo a vitalidade com o DHEA 50mg,Product,,Good,,
Divina. ..perfeita...maravilhosa...amei ....,Product,,Good,,
"A FRAGÂNCIA É ÓTIMA! PENA QUE SAIU DE LINHA ASSIM TAMBÉM COMO ROYALTY CELEBRARE, A MELHOR DE TODAS!!!! ",Product,,Good,,
Otima qualidade e tecnologia mara.... Simplismente apaixonada.,Product,,Good,,
"Amei! Super confortável, o material é muito bom, e é linda.",Product,,Good,,
achei maravilhoso,Product,,Good,,
"atende às minhas necessidades por um preço justo, ótima qualidade",Product,,Good,,
Material muito bom. Em lona. Aparenta ser mais forte que as demais. ,Product,,Good,,
"Meu cabelo é grosso, tem química e luzes. É bem danificado e ressecado. Esse produto é um quebra galho, mas para minhas necessidades, preciso de mais. O cheiro é muito gostoso.",Product,,Good,,
"Muito bom, minha esposa adora",Product,,Good,,
Muito cheiro so nao serve para cabelo coloridos mas para cebelos naturais dá um lindo brilho,Product,,Good,,
"Boa qualidade. Sentou bem no corpo.
",Product,,Good,,
"Não gostei, em mim não fez efeito. Tomava a melatonina da 21 St Century e era infalível, com esta aí foram inúmeras noites de insônia. Passei a tomar 2 comprimidos e as vezes consigo dormir bem, mas geralmente acordo no meio da noite. Mil vezes a outra.",Product,,Bad,Dangerous,
"Boa tarde, pela qualidade e beleza, sempre usei. parabéns!!!!!",Product,,Good,,
Excelente produto e ótimo preço!,Product,Store,Good,,
"Produto excelente, esteticamente muito bonito e de excelente qualidade.",Product,,Good,,
Cheirinho igual ao do perfume! Uma delicia! Aproveitei a mega promoção!,Product,Store,Good,,
"Eu achei muito nomão
Bom atendimento
Entrega no tempo certo",Product,Store,Good,,
SUAVE E EXCELENTE. MINHA PELE FICA MACIA E DELICADA.,Product,,Good,,
Muito Bom!!! Que pena que só está disponível na edição especial. Poderia voltar no frasco dele!!!,Product,,Good,,
"A frente é muito curta, mal cobre o top...diferente da imagem.",Product,,Bad,,
Bom recomendo sim a todos,,,Product,,Good
Gostei muito,Product,,Good,,
"Atendeu as expectativas, muito boa mochila.",Product,,Good,,
"Adoro essa máscara,já testei várias mas para mim essa continua sendo a melhor!",Product,,Good,,
Ainda não usei pois não chegou o dia da viagem,Product,,Good,,
O perfume é maravilhoso e dura o dia inteiro.,Product,,Good,,
Produto de qualidade,Product,,Good,,
Maravilhoso! Meu cabelo é loiro com mechas e o Rd está deixando-o muito hidratado e brilhoso! Fiquei fã! ,Product,,Good,,
"Muito bom esse sabonete é muito cheiroso,eu recomendo,e a embalagem muito linda, vc pode usar com outro sabonete ou o refil do próprio sabonete.",Product,,Good,,
ainda não recebi o produto ,,,Neutral,,
"Adorei meus óculos, entrega dentro do prazo, tudo certo.",Product,Store,Good,,
"A jaqueta ficou muito boa, apenas a cintara é muito justa e não da para fechar o zíper, ou seja, a parte de cima fica no tamanho certo, só a cintura é muito apertada.",Product,,Good,,
ele é delicioso de se usar,Product,,Good,,
"A cor é linda, mas ele não fixa muito na boca, tem que retocar seguido.",Product,,Good,,
"Bom, cumpre o papel",Product,,Good,,
"Mito boa as amostras, realmente são de perfumes originais.",Product,,Good,,
"Gostei do produto, da forma como foi enviado e da rapidez e eficiência do serviço da Shou",Product,Store,Good,,
"PRODUTO APARENTA SER BOM, POREM A QUANTIDADE DE VOLTAS QUE O FABRICANTE RECOMENDA NÃO É O SUFICIENTE PARA UMA BOA VEDAÇÃO.",Product,,Good,,
"produto bom comprei 8 caixas o som fica bem distribuido, mas não fica muito alto.",Product,,Good,,
Bom mais faltou o gabarito.,Product,,Good,,
"multifuncional..... ja falei que tenho receio deles? pois é, ainda esta em teste e por enquanto tem me agradado bastante!",Product,,Good,,
"Eu amei... Veio com alguns pequenos defeitos, mas não é nada tão visível. Em alguns lugares a tinta parece ter descascado.",Product,,Good,,
"O produto é muito bom, fácil de limpar e muito pratico. Só há um incômodo, montado ele fica um pouco alto. ",Product,,Good,,
ainda nao experimentei tudo...mas o leavin é otimo.,Product,,Good,,
linda,Product,,Good,,
"Gostei, porém a cinta enrola um pouco na parte de cima. Mas muito boa.",Product,,Good,,
Perfeito !,Product,,Good,,
Ate gostei mas nao cobsegui usar pq veio c aquele alarme de loja e nao consegui tirar,Product,Store,Bad,Dangerous,
Adorei!! Foi como eu esperava.,Product,,Good,,
Muito boa produto chegou rapido! ,Product,,Good,,
"Ótima cobertura e a cor se adaptou perfeitamente! Muito bom pra usar no dia a dia que você não quer estar com a pele super carregada, mas também não quer cara totalmente limpa, rs!",Product,,Good,,
Não tenho do que reclamar ,Product,,Good,,
"Produto de qualidade, era o que realmente eu esperava.",Product,,Good,,
Super recomendo. Cabelos ficam hiper macios e sedosos. Reduz o volume do frizz. Eu amei,Product,,Good,,
"Porquê, ele fica com o espelho tremendo e há séria limitação da regulagem interna que não permite a abertura máxima do ângulo e acaba comprometendo a segurança.",Product,,Bad,Dangerous,
Pq é um produto mto bom e na primeira aplicação já vê a diferenca,Product,,Good,,
Limpa sem ressecar,Product,,Good,,
Ótimo,Product,,Good,,
Compacta e útil,Product,,Good,,
"O sabor não é dos piores, mas é cheio de corante. Sabe-se lá quem o fabrica e quais substâncias estão presentes. Não recomendo líquidos muito baratos e com corantes em demasia. O barato sai caro, fuja dos ""Quark"".",Product,,Bad,Dangerous,
Ao vivo as cores são bem vivas. Tecido confortável ,Product,,Good,,
maravilhoso! desodorante com excelente fixação. comprei dois e comprarei novamente. ,Product,,Good,,
"Sim, adorei!",Product,,Good,,
Produto de ótima qualidade. Vale a pena,Product,,Good,,
pessimo compra comprei no fim semtebo hoge 24-10-2015 nao recerbi a compra,,Store,Bad,Dangerous,
Muito bom o fogão,Product,,Good,,
"Bom produto, recomendo.",Product,,Good,,
"Muito bom, rapidos e praticos!",Product,,Good,,
Produto de excelente qualidade.,Product,,Good,,
A fixação na minha pele deixou a desejar.,Product,,Bad,,
Produto muito bom.,Product,,Good,,
 Super recomendo! Mash tem nome e qualidade! ,Product,,Good,,
"Amei! É enorme, dá para colocar muitas coisas dentro, e como possui dois compartimentos dá para dividir muito bem.",Product,,Good,,
"Confortável e bonito, mas poderia não manchar a pele e não deformar depois de usado 2 x . Melhorar o produto é sempre bom, até para valer o preço cobrado!",Product,,Bad,Dangerous,
"Produto de Boa Qualidade, atendeu minhas expectativas.",Product,,Good,,
"Ele é lindo, sem dúvidas uma ótima escolha, tem que voltar esse modelo, pois queria de todas as cores. Aprovadíssimo!!!",Product,,Good,,
Bem complexo mas muito explicativo! ,Product,,Good,,
"Ótimo  produto! Puma né, top!
entrega bem rápida. ",Product,,Good,,
"Comprei para combinar com a mochila, mas na verdade a estampa está mais para azul do que verde, como aparece na foto, portanto, apesar de ser o mesmo padrão de estampa, não combina.",Product,,Bad,,
"Excelente, pelo menos por enquanto  !!!
",Product,,Good,,
Cumpre com o combinado,Product,,Good,,
"Linda estampa, tecido incrível.",Product,,Good,,
"Muito bom o produto, comprarei novamente! ",Product,,Good,,
sempre usei e gosto  muito,Product,,Good,,
Mouse sem fio o mais barato do mercado...,Product,,Good,,
Lindo. Cor maravilhosa. Desenho nas costas muito bacana.,Product,,Good,,
"não esta funcionando, vou devolver.",Product,,Bad,Dangerous,
Boa para verao,Product,,Good,,
"Devido a sua eficiência mesmo! O Vivamil é realmente o melhor do mercado! Já tomei vários produtos de outras marcas, porém só me davam um resultado significativo no primeiro comprimido. Com o Vivamil foi diferente, e para melhor!",Product,,Excellent,,
Bonito e eficiente para minhas necessidades.,Product,,Good,,
"Confortável, bonito e com um bom tecido, dá pra usar até no dia a dia",Product,,Good,,
"Produto de ótima qualidade, padão Makita.",Product,,Good,,
"Uso os produtos há mais ou menos 5 anos. Acho todos maravilhosos. Do filtro solar não abro mão de forma alguma. Pena que os preços estão aumentando muito, dificultando a acessividade. Enquanto puder, usarei adcoos.",Product,,Good,,
"O mocassim veio com defeito de fabricação, devolvi e até hoje nao recebi outro para repor ou pelo menos o vale correspondente ao valor",Product,,Bad,Dangerous,
legal,Product,,Good,,
"otima, ilumina muito bem ",Product,,Good,,
Qualidade e preço .,Product,,Good,,
"Cara, porém muito boa.",Product,,Good,,
"Durou menos de 1 semana , frágil , não entrega a qualidade que diz na embalagem , perdi dinheiro",Product,,Bad,Dangerous,
"Estampa linda, veste muito bem. Uma modelagem perfeita. Composto e ao mesmo tempo sexy.Excelente a qualidade do material.",Product,,Good,,
"Esta impressora e muito prática, funciona muito bem e resolveu todos os meus problemas",Product,,Good,,
eu simplesmente amoooooooooooooo,Product,,Good,,
bonito melhorou falta as imagens para nós ne,Product,,Good,,
"Produto muito bom, de alta qualidade e corresponde às expectativas",Product,,Good,,
Otimo,Product,,Good,,
Produto excelente!,Product,,Good,,
deixa o cabelo muito sedoso,Product,,Good,,
"Cós somente para ser usar dobrado, tecido de qualidade mediana/baixa, para quem busca qualidade, essa é a que mais tem diferença, não indico. 
Para quem prefere observar o custo, vale a pena.",Product,,Bad,,
"O produto veio como esperado, no tempo certo. Gostei mt do atendimento e tb do produto.",Product,Store,Good,,
Entrega rápida e peça conforme especificado. Otima loja,,Store,Good,,
"Excelente produto. Acabamento impecável, encaixe preciso, super ""clean"" e bem estiloso, além de proteger perfeitamente o Kindle.",Product,,Good,,
Sem problemas nenhum produto ótimo ,Product,,Good,,
"Produto muito confortável, ideal para o dia a dia, tecido gostoso.",Product,,Good,,
"Otimo, original, envio rapido e sac prestativo",Product,Store,Good,,
Excelente!,Product,,Good,,
"è muito bom uso faz mas de três anos , não fico mas sem ele . ",Product,,Good,,
"otimo!!!!!
Superou minhas expectativas",Product,,Good,,
"O PRODUTO CHEGOU DENTRO DO PRAZO DE ENTREGA  , GOSTEI E A CAIXA E PERFEITO ESTADO .",,Store,Good,,
Muito bom... Pena q é de reposição e nao vem completo... Somente o controle e o cordao ... A central com antena não vem,Product,,Good,,
minha esposa adorou,Product,,Good,,
"Cumpre com a função proposta, fácil de manusear, limpar e cabe em qualquer lugar. ",Product,,Good,,
o material e muito bom.,Product,,Good,,
Desfiou na primeira lavagem. ,Product,,Bad,,
Muito bom,Product,,Good,,
"Ruim, muito ruim! Vai ser jogado fora",Product,,Bad,Dangerous,
"Produto excelente, chegou antes do prazo!!!
Parabéns a toda equipe DruneShop pelo atendimento. Silvia",Product,Store,Good,,
"Ótimo para blush, lindo e com super preço na época cosmeticos! Entrega super rápida! Amei",Product,Store,Good,,
"aumenta a durabilidade da sombra
",Product,,Good,,
O boné eh lindo..Mas ficou ENORME em minha cabeça...,Product,,Good,,
Cheiroso e deixa o banho mais gostoso,Product,,Good,,
"veste bem,e acabamento.
",Product,,Good,,
Confortável macio. ..atende minhas exigências 10☆,Product,,Good,,
"Comprei 2 ventiladores,  1 estava com motor queimado, logo vou ter que esperar 30 dias para ter um novo!O ventilador,  quando funciona, é ótimo.",Product,,Bad,Dangerous,
Leve e higiênica. Os pelos do cão não ficam grudados no tecido.,Product,,Good,,
muito bom.,Product,,Good,,
"Desculpe..a tampa é ótima, mas, a frigideira não gostei...gruda o ovo. Não é como no anúncio. ",Product,,Bad,,
Veio a cor errada  e nao concigo entra em contato com vcs pra fazer a troca,,Store,Bad,Dangerous,
"produto entregue dentro do prazo, atendeu plenamente minha necessidade.",,Store,Good,,
"Gosto da marca, e ha 5 anos possuo uma da linha.",Product,,Good,,
Maravilhoso. Super recomendo a compra. O preço foi um achado!,Product,,Good,,
Bem forte o jato. Muito prático.,Product,,Good,,
Minha filha já usa mais de um ano.,Product,,Good,,
Legal.,Product,,Good,,
eu achei o produto ótimo,Product,,Good,,
de qualidade,Product,,Good,,
"O filtro realmete e muito bom,uso ja ha muito tempo",Product,,Good,,
otimo sim sim  otimo,Product,,Good,,
Produto muito ruim... Sabor péssimo...,Product,,Bad,,
"Lindo, fixa bem :D",Product,,Good,,
Produto original e muito bom,Product,,Good,,
"Testanto esse! Com medo que a minha vermelhinha nao venha mais para meu noivo usar, vi essa nova da aneethun, pensei em ser um nova versao da que eu comprei e pedi tambem!",,,Neutral,,
"O Produto é excelente. Boa altura, bons controles de ajustes, material resistente, e cabe com folga dentro da bolsa. Ótimo tripé com bom custo-benefício.",Product,,Good,,
"ótimo produto, germinação ótima
Vendedor excelente, generoso, presteza no envio. Ótimo",Product,Store,Good,,
Ótimo produto. E chegou no dia combinado. Vale a pena ,Product,Store,Good,,
Eu achei o produto ótimo.,Product,,Good,,
"Produto de excelente qualidade!
Estou muito satisfeito com a catraca. Muito boa por sinal, de fácil manuseio!
Chegou bem rápido o produto",Product,Store,Good,,
"Ele deixa um cheirinho no cabelo, mas não dura muito tempo. O bom é que diminui o frizz ",Product,,Good,,
Muito confortável e bonitinha. A parte de renda/furadinha poderia ser menor (para cobrir o sexo).,Product,,Good,,
"Gostei do tecido e das estampas. Além de tudo, é confortável.
Não comprei tamanho P, como aparece, mas sim M.",Product,,Good,,
ótima qualidade fácil instalação ,Product,,Good,,
excelente,Product,,Good,,
Ótimo!,Product,,Good,,
Uma camera boa ,Product,,Good,,
"Aparenta ser resistente, porem não pude testar ainda pois o bau sem sem a base, a qual ainda estou adiquirindo.",,,Neutral,,
...................................................................................................,,,Neutral,,
Chegou dentro do prazo,,Store,Good,,
"O produto não é de boa qualidade. Além disso, pelo fato do tamanho ser único, ficou muito pequeno para mim. Tive que fazer doação do produto.",Product,,Good,,
"Não imaginei que iria ficar tão confortavel.
Me senti super bem.Simplesmente Lindo.
Vale pena adquirir essa peça.",Product,,Good,,
"Excelente qualidade, compra segura e extremamente rápida a entrega!
Muito satisfeito.",Product,Store,Good,,
"nem chegou ainda..como posso avaliar ..por inuanto nao estou gostando nem=nhum pouco, e se esses produtos nao chegarem logo serei obrigado a corrr atras dos meus direitos.
patrulha do Consumidor",,Store,Bad,Contention,
"Esperava mais em termo de design
",Product,,Bad,,
vou usar muito. gostei,Product,,Good,,
otimo,Product,,Good,,
produto de excelente qualidade e acabamento,Product,,Good,,
muito bom o produto indico a todos,Product,,Good,,
"Mala um pouco frágil, no primeiro uso já caiu o pezinho da mala, mas o produto é bem bonito. ",Product,,Good,Dangerous,
cor muito intensa,Product,,Neutral,,
"Ela é linda, bem feita e de boa qualidade, além de ecológica, mas um pouquinho larga para o meu pé.",Product,,Good,,
"Maravilhoso... Mas, deveria ter mais conteúdo devido ao preço... Nota 10",Product,,Good,,
Atendeu plenamente  conforme esperado foi gratificante,Product,,Good,,
Sensacional,Product,,Good,,
Em teste...,,,Neutral,,
Muito bom o aparelho ,Product,,Good,,
Amei a lancheira. Top!,Product,,Good,,
Muito Bom ,Product,,Good,,
Porque o produto me atendeu muito bem ,Product,,Good,,
"Produto muito bom, mas comprei para chegar com 11 dias veio chegar mas de 15 dias uteis.",Product,Store,Good,,
"gostei do produto, deixa o cabelo macio e brilhante, recomendo!",Product,,Good,,
Adorei,Product,,Good,,
"Produto muito bom, eu recomendo",Product,,Good,,
"Na primeira vez que usei ficou lindo, mas já na segunda aplicação meu cabelo quebrou e perdeu a massa capilar. ",Product,,Bad,Dangerous,
"Qualidade OK, tamanho raro de se encontrar",Product,,Good,,
Estamos gostando,Product,,Good,,
MUITO BOM GOSTEI ,Product,,Good,,
Ok ,Product,,Good,,
"deixa os cabelos macios, brilhosos e cheirosos",Product,,Good,,
