Texto,Label Sobre Produto,Label Sobre Loja,Polaridade do review,Polaridade do review,Polaridade do review
"Sabonete com um cheiro ótimo, sensual e delicioso",Product,,Good,,
Eu achei que e um otimo celular.,Product,,Good,,
Bonita funcional congelador de bom tamanho e apresentavel,Product,,Good,,
Ótimo!!!,Product,,Good,,
Amo! cheiroso recomendo a quem gosta como eu  :)  !!,Product,,Good,,
Perfeito para contornar. ,Product,,Good,,
"Gostei e estava mais barato, de 1,350 para 500,00. ABORRECEDOR foi ver na semana seguinte ele a 300,0o. Quando comprei disseram que era Black Friday, depois abaixou o preço denovo....",Product,Store,Good,Bad,
"Muito bom, atendeu as expectativas",Product,,Good,,
imagens perfeitas bem como otimas respostas aos comandos.fiquei satisfeito com esse produto.,Product,,Good,,
"Tecido grosso, porém achei um pouco armada demais. A estampa é bonita e moderna.",Product,,Good,,
"Excelente! Atendeu minhas expectativas, em especial, condição em que precisava desligar uma das portas USB.",Product,,Good,,
"Parabéns a empresa Fiero, atendimento nota 10. A bota é bonita, aquece os pés e é confortável. O sistema anti-impacto é maravilhoso. Sou muito exigente com calçados, pois tenho problema de lesões repetitivas no tornozelo, mas essa bota é incrível! Comprei o número 37, mas ficou grande, então solicitei a troca. Deu tudo certo!",Product,Store,Good,,
"Ótimo produto, veste super bem! A entrega foi como prevista!! Adorei!",Product,Store,Good,,
amei muito lindo ainda nao estalei mais superou minhas expectativas....,Product,,Good,,
Sem defeitos de fabrica. Viável o produto.,Product,,Good,,
Porque era o que eu esperava.,Product,,Good,,
pratico eficiente,Product,,Good,,
A bolsa é linda!!!,Product,,Good,,
Excelente produto realmente hidrata a pele do rosto e ainda fica super protegida,Product,,Good,,
Pelo preço e a facilidade em entrar no site e escolher o produto. ,Product,Store,Good,,
Linda e com ótimo caimento.,Product,,Good,,
Produto ótimo e de alta-qualidade... para quem não gosta de vetoinha este tem...,Product,,Good,,
"Produto de boa qualidade, metálico bem sútil, cada um mais lindo que o outro.",Product,,Good,,
"DESDE QUE CONHECI ESSA MARCA (O BOTICÁRIO) NÃO CONSIGO USAR OUTRA, AMO  AS LINHAS...MENOS AS DOCES...
SATISFEITA E GRATA",Product,,Good,,
"Excelente qualidade! Resiste à lavagem, fácil de aplicar , além de ser super bonito!",Product,,Good,,
O produto é lindo...e a loja entrega super rápido.!,Product,Store,Good,,
"Um ótimo investimento, excelente !",Product,,Good,,
"Perfeito, amei, rapidez e ótima resolução",Product,,Good,,
"é um produto bom, sem qualquer luxo pois não é o caso, apenas estranhei pois queria adquirir mais unidades (de cores variadas) e o site só aceitava 1 unidade de cada cor. Como a compra era para meu uso pessoal,não entedi muito bem, mas estou satisfeita com tudo que comprei, como sempre acontece com a CATRAN, loja com ótimo atendimento e seriedade. Abçs e obrigada.",Product,Store,Good,,
Camisa de excelente Qualidade.,Product,,Good,,
"Nao tive o resultado esperado,porem o o cebelo fica gostoso,talves nao deu certo para o meu",Product,,Good,Bad,
"ÓTIMO, EU USO JA HA BASTANTE TEMPO E APROVO.",Product,,Good,,
"muito bom produto, como todos ue até agora tenho comprado da doctor shoes.",Product,,Good,,
Ainda não usei! Mas eu comprei recentemente uma blusa ampla amarela que descosturou toda ,,,Neutral,,
Produtos maravilhosos!!!  Excelente pigmentação. O batom tem uma fragrância deliciosa!! O iluminador é lindo!!,Product,,Good,,
"Ótimo também, igual a colônia todos gostam, e com promoção melhor ainda.",Product,,Good,,
linda aquarela e bom preço também,Product,,Good,,
Achei um pouco grosso os recortes mas gostei.,Product,,Good,Bad,
foi entregue no prazo combinado.muito bom,Product,Store,Good,,
"Sim, a capa de chuva é muito boa, tem caimento perfeito e não entra água o produto é muito bem avaliado e com grande durabilidade exceto se cair de moto. ",Product,,Good,,
O produto é excelente!,Product,,Good,,
"Eh uma inovação em geladeiras, to apaixonada.",Product,,Good,,
delicado e marcante. amei,Product,,Good,,
"Porque esse produto funciona... tem anos que eu faço uso dele e deu certo...


Um abraço, obrigada",Product,,Good,,
Produto com arranhado  com características de uso.,,Store,Bad,,
Bom tecido. Veste super bem.,Product,,Good,,
Ok,Product,,Good,,
Produto chegou certinho. Funcionando normalmente.,,Store,Good,,
Superou minhas expectarivas. Muito bom,Product,,Good,,
Produto muito bom. Otima qualidade. ,Product,,Good,,
Site confiável  e produto bom.,Product,Store,Good,,
"Produto bom, mas não achei a lampada tão branca.",Product,,Good,Bad,
"O processador não funciona, veio com defeito e até o momento não trocaram o produto. Hoje não indicaria a EFACIL para meus amigos. ",,Store,Bad,,
"O produto funciona bem; tem um cheiro um pouco forte mais nada diferente dos que eu já usei; e a entrega foi rápida.Recomendo""!!!",Product,Store,Good,,
"entrega rapida produto excelente, adorei.",Product,Store,Good,,
Ele é MARAVILHOSO!!! Já usei MUITO!!!,Product,,Good,,
"gostei
",Product,,Good,,
"Linda, ótimo material e cabe tudo <3",Product,,Good,,
qualidade do material muito inferior,Product,,Bad,,
para enxoval de casamento.,,,Neutral,,
Muito bom. Recomendo o produto à todos!,Product,,Good,,
"Por que comprei e usei e gostei muito do resultado, ele esta deixando o meu cabelo menos volumoso e mais macio e sedoso. Recomendo o uso, ele realmente cumpre o que promete no rotolo. Amei",Product,,Good,,
"Todos os gabaritos são ótimos, vale a pena ter o kit. Recomendo. ",Product,,Good,,
a tabua é bem moderna e pratica,Product,,Good,,
Otimo produto!  Mas o custo ainda é elevado. ,Product,Store,Good,Bad,
Estou satisfeito com o produto,Product,,Good,,
"Ótimo perfume, podem comprar sem medo!",Product,,Good,,
Qualidade e preço.,Product,Store,Good,,
"Adorei,malha muito gostosa e leve,recomendo.",Product,,Good,,
Muito lindo porém não muito resistent. ,Product,,Good,Bad,
"Eu achei linda, confortável... Adorei",Product,,Good,,
"BOM DIA NA REALIDADE AINDA NÃO EXPERIMENTEI,COMPREI PORQUE TIVE BOAS RECOMENDAÇÕES",Product,,Good,,
Atendeu totalmente as expectativas !!!,Product,,Good,,
"Xenon muito bom , otimo foco clareia bastante so que ele é roxo rosado",Product,,Good,,
Camisa muito boa impressão de otima qualidade.,Product,,Good,,
"Produto de qualidade.
corresponde ao descrito no site.",Product,,Good,,
Procurei em varias lojas e não encontrei.Encontrei na Grafitti e o preço foi bom.,,Store,Good,,
"Material de boa qualidade, veio com um arranhão profundo no fundo da urna, mas nada que tire a qualidade e beleza do produto.",Product,Store,Good,Bad,
PERFEITO.ENTREGA RÁPIDO. CAMISARIAA COLOMBO SEMPRE INOVANDO,Product,Store,Good,,
Superou minhas expectativas....,Product,,Good,,
Ótimo de grande importância .,Product,,Good,,
veio com defeito e eu to esperando a troca.,,Store,Bad,,
Minha esposa adorou o modelo e material.,Product,,Good,,
os produtos de otima qualidade,Product,,Good,,
"Porque é um produto que já uso ha muito tempo, e realmente é de ótima qualidade e de uma durabilidade incrivél.",Product,,Good,,
"ADOREI O MODELO DA BLLUSA, MAS QUERIA MAIS OPÇÕES GG",Product,,Good,,
"Produto muito bom, fácil de instalar, porém o acabamento da solda deixa a desejar.",Product,,Good,Bad,
"Ótimo produto, recomendo !!!",Product,,Good,,
Acabamento muito bom,Product,,Good,,
"Muito bom, atendeu minha espectativa !!",Product,,Good,,
"Produto de excelente qualidade!
Entrega rápida!
Embalagem intacta!
",Product,Store,Good,,
Otimo top,Product,,Good,,
"ótimo design, prático, fácil de combinar com tudo",Product,,Good,,
"Produto de ótima qualidade, entrega feita antes do prazo , muito bom !",Product,Store,Good,,
"Ótimo!!fácil instalação, bom custo beneficio.",Product,,Good,,
ótimo,Product,,Good,,
Ótimo produto e com ótima praticidade ,Product,,Good,,
Gostei muito,Product,,Good,,
"òtima compra,tudo como anunciado ,recomendo",Product,,Good,,
O produto não veio embalado como deveria (dentro de um saco plástico).,,Store,Bad,,
"Eu avaliaria se tivesse recebido o produto,  comprei no dia 11/03 e até hoje 28/03, não recebi o produto! Detalhe o pagamento foi feito por boleto,  ou seja,  já receberam o dinheiro e não enviaram o produto! ",,Store,Bad,,
ótimo produto.,Product,,Good,,
"Discreto, porém com fragrancia suave e encantadora. Amei!",Product,,Good,,
"ótimo produto, entrega no prazo, recomendo farei proxima compras concerteza",Product,Store,Good,,
"Maravilhoso,nao tenho outra palavra para descrever,perfeito.",Product,,Good,,
"Gostei muito ficou super elegante!
Recomendo",Product,,Good,,
Achei Divino,Product,,Good,,
Ima forte e bacana pra organizar as facas.,Product,,Good,,
Tudo certo.. produto OK.. ,Product,,Good,,
"Linda!! O tecido é com strech, veste muito bem...perfeita ",Product,,Good,,
"O Vasinho é lindo, veio muito bem embalado e a entrega é rápida.",Product,Store,Good,,
"Não gostei da combinação de cores, se a camisa fosse mesmo branca, ficaria bonita, mas ela é meio cinza.",Product,,Bad,,
Leve e aquece rápido ,Product,,Good,,
"É um perfume muito  bom,não tenho muito a falar. ..",Product,,Good,,
"Muito bom !!!
Mas e bem esport.",Product,,Good,,
muito boa minha compra,Product,,Good,,
atendeu exatamente a necessidade que eu tinha,Product,,Good,,
ótimo.,Product,,Good,,
"Qualidade do produto, atendimento e entrega supriram as expectativas. Eu indico!",Product,Store,Good,,
De ma qualidade,Product,,Bad,,
"Muito bom, consigo colocar mídias filtrantes nele, 3 tipos",Product,,Good,,
"Achei linda a polo, porém muito fina!",Product,,Good,Bad,
Custo x Benefício excelente,Product,,Good,,
"gostei, tive que somente fazer ajuste no ombro-No mais foi boa compra.",Product,,Good,,
TESTADO E APROVADO.,Product,,Good,,
Produto de Boa qualidade e que veste muito bem. ,Product,,Good,,
Muito bom qualidade boa nota 10 ,Product,,Good,,
Amor à primeira vista e paixão à primeira prova.,Product,,Good,,
"essa mascara é muito boa meu cabelo ficou super macio e muitoooo cheiroso, ficou um pouco pesado depois de 3 dias mais meu cabelo é muito olioso mesmo, só usei uma vez e já amei",Product,,Good,,
"Comprei para outra pessoa, não posso avaliar.",,,Neutral,,
"perfume bom, legl",Product,,Good,,
"Gostei da calça, mas a cor é muito diferente da cor da foto e a elasticidade pouca. Parece um tecido e não bandagem de verdade.",Product,,Good,Bad,
"Alta qualidade, acabamento perfeito: adorei!",Product,,Good,,
"Muito bonita, como na foto",Product,,Good,,
Excelente conteudo disposto de forma bem clara.,Product,,Good,,
excelente produto.Manter estoque variado.,Product,Store,Good,,
Nao é grande coisa. ,Product,,Bad,,
"Adorei, excelente pra vc fazer evangelho com crianças, lindos textos.",Product,,Good,,
"Eu amei, produto perfeito....",Product,,Good,,
"Bom, auxilia a conexao do computador a tv",Product,,Good,,
"Muito lindo e a malha e muito boa, amei!",Product,,Good,,
"Eu achei o produto, atendimento e a entrega excelente. Recomendo.",Product,Store,Good,,
O tecido é ótimo mas poderia ser mais fino.,Product,,Good,Bad,
bom,Product,,Good,,
Boa essa versão super filme que é possível tirar a máscara apenas com água quente. ,Product,,Good,,
Excelente produto e entrega rápida!! Muito bom!!!,Product,Store,Good,,
Linda a fruteira! Excelente qualidade. Adorei!!,Product,,Good,,
Pq realmente funciona!,Product,,Good,,
"produto muito bom, era realmente o que eu precisa!",Product,,Good,,
J J J J J ,,,Junk,,
O Produto É Muito Bom.,Product,,Good,,
"Adorei,deixa a pele macia e lisa.Fácil de passar e seca muito rápido.",Product,,Good,,
ótimo produto !!!,Product,,Good,,
"Demora na entrega. 
Demora na troca",,Store,Bad,,
"Gostei bastante das etiquetas para utensílios, porém, fiquei decepcionada com as para roupas. É necessário passar o ferro seco, meu ferro tem uma película protetora, o que faz a etiqueta grudar. Agora não conseguirei usar as etiquetas, não posso comprar outro ferro só para este fim. O problema é que preciso de etiquetas para colocar nas roupas da minha filha que mando pra escolinha. Vcs tem alguma solução pro meu problema?",Product,,Good,Bad,Experience
"Tenho todos os Cds Momento Espirita são excelentes, de muito ensinamento, e a Megalivros é 10. ",Product,Store,Good,,
ajuda muito nas vendas dos perfumes,Product,,Good,,
"perfume excelente,minha filha de 22 anos ama de paixão, eu recomendo.",Product,,Good,,
"Muito bom, de alta qualidade",Product,,Good,,
"Foi presente,mas fez muito sucesso!",Product,,Good,,
Esse perfume e delicioso,Product,,Good,,
"amei a calça, veste super bem, o tamanho ficou otimo, muito bem feita, costura reforçada e super confortavel para malhar, comprarei as outras cores!!!",Product,,Good,,
"O produto é bom, realmente alisa o cabelo. Fiquei satisfeita.",Product,,Good,,
"
Grande variedade e ótimo preço no black fridey",,Store,Good,,
"Ilumina muito, recomendo!",Product,,Good,,
Perfeitoooo. Eu amei. Ele é lindo e veste super bem. O preço ótimo,Product,Store,Good,,
"Foi bom, mas eu dimensionei mal. O produto é bom, o erro foi meu.",Product,,Good,,
Apertado e incômodo.,Product,,Bad,,
para trabalhar e porque quando vi ja gostei,Product,,Good,,
Pessimo suporte apos a compra,,Store,Bad,,
muito bom o produto,Product,,Good,,
Otimo veio muito rápido vendedor ,Product,Store,Good,,
"Gostei, mas percebi que o consumo de tinta na impressão é alto!!",Product,,Good,Bad,
O SUTIAN MACHUCA UM POUCO,Product,,Bad,,
muito bom mais da pra melhorar ainda mais confio no trabalho de vocês.,Product,,Good,,
"Funcionou nos devidos Galaxys anunciados
",Product,,Good,,
Produto  de boa qualidade recomendo,Product,,Good,,
Possui algumas pequenas falhas no acabamento,Product,,Bad,,
"uma graça, combinou com nossa gatinha",Product,,Good,,
"suave, fragancia agradavel",Product,,Good,,
Produto excelente . Entrega no prazo determinado . Estou muito satisfeito,Product,Store,Good,,
bermuda linda,Product,,Good,,
prático e o resultado é muito bom,Product,,Good,,
Lindo.. super delicado.,Product,,Good,,
Coloridas e sortidas! Adorei! ,Product,,Good,,
"EXCELENTE PRODUTO, ENTREGARAM ANTES DO PRAZO E CUMPREM O QUE PROMETEM,RECOMENDO MUUUUITO",Product,Store,Good,,
"Gostei muito do produto, diferente dos ralos convencionais Parabéns...
",Product,,Good,,
"Muito leve, frágil, a cor da pulseira é mais escura do que parece ser pelo site.",Product,,Bad,,
muito bom ok,Product,,Good,,
Otimo produto.,Product,,Good,,
"Otimo produto, recomendo a todos ",Product,,Good,,
"Bonito , confortável e atendeu minha necessidade e expectativa",Product,,Good,,
"eu achei muito bom vale o dinheiro
muito bom mesmo",Product,,Good,,
Resistente e modela muito o corpo.,Product,,Good,,
"pos e, ela nao modela meu cabelo como eu gostaria.",Product,,Bad,,
"Camisa muito boa, porém a manga ficou curta. Em 2015 comprei uma menor e a manga ficou ok!",Product,,Good,Bad,
"É lindo, como eu imaginei que fosse!",Pro,,Good,,
em estoque pedi varios palio,,Store,Neutral,,
"Eu gostei muito. 
Ótimo.
Confortável, leve, entrega rápida.",Product,Store,Good,,
o cheiro é muito bom mais não é aquele cheiro que chama atenção como malbec,Product,,Good,,
Um marrom bonito.,Product,,Good,,
ótimo produto proporcionando grande controle na pesagem de bagagem,Product,,Good,,
ótimo produto superou as expectativas,Product,,Good,,
"Abafador bonito, esquenta bem então a alça revestida ajuda e muito. Recomendo.",Product,,Good,,
"ótimo, adorei!!",Product,,Good,,
"Fraco, mas atende para pequenas limpezas.",Product,,Bad,,
"os tres ultimos cartuchos que comprei em 16/01/2017 vieram com defeito um pino na lateral do cartucho esta para fora e não encaixa e não sei como trocar os cartuchos , ja tive problemas com um cartucho anteriormente enviei no endereço da nota fiscal e o cartucho retornou pois não localizaram o endereço que consta na nota fiscal acho que vou reclamar pra a secretaria da fazenda afinal de contas é uma danfe",,Store,Bad,,
Muito bom pedido veio conforme o combinado,Product,Store,Good,,
Excelente o prazo de entrega,,Store,Good,,
amo este perfume sempre muito bom compra lo,Product,,Good,,
"Eu gostei do produto, estou contente com a compra",Product,,Good,,
Muito boa ,Product,,Good,,
"Uso com frequência, pena que quando adquiri o condicionador o shampoo estava em falta na promoção.",Product,Store,Neutral,,
"Otimo produto muito satisfeito 
",Product,,Good,,
Impressionante poder cozinhar sem óleo com o mesmo resultado! Sua saúde agradece! TOP!,Product,,Good,,
"Gostei muito do produto, é quente e correspondeu as minhas expectativas.",Product,,Good,,
Material bom e é tudo o que a loja prometeu,Product,,Good,,
Eu achei o produto bom. O acabamento poderia ser melhor. A parte da borda que tem os furinhos tem umas pontinhas... Não é perfeitamente liso e bem acabado. Mas a bandeja é bonita.,Product,,Good,Bad,
produto nota 10,Product,,Good,,
A entrega foi rápida e a qualidade do produto atendeu a expectativa.,Product,Store,Good,,
Otimo. Hidrata muito.,Product,,Good,,
bom custo benefício!  vale a compra ,Product,Store,Good,,
Produto maravilho e objeto de decoração! AMEI!,Product,,Good,,
"Achei ele um pouco fino, mas mesmo assim gostei bastante!",Product,,Good,Bad,
"Porque eu ja usei o produto e ele é otimo, ficou perfeito, adorei minha compra",Product,,Good,,
"Esse é perfeito, lindo, lindo...",Product,,Good,,
"Comprei para testar a luminosidade, e realmente atendeu as minhas expectativas. Excelente luminosidade chegando proxima a luz baixa.",Product,,Good,,
Muito bom o produto que adquiri.,Product,,Good,,
"Um charme, adorei, ficou lindo.",Product,,Good,,
"Linda coroa de plástico, fará sucesso!",Product,,Good,,
"Adorei, perfeito.",Product,,Good,,
otimo,Product,,Good,,
O produto atendeu as expectativas.,Product,,Good,,
"produto muito bonito, muito bom.
satisfeita",Product,,Good,,
"um produto que já conhecia e que considero excelente,nunca fiz compra pela internet mais achei maravilhoso.
Entrega super rápida.Estou querendo agora comprar perfumes.
Esperando uma promoção boa.kkkkk",Product,Store,Good,,
"ESTOU TOTALMENTE INSATISFEITO COM A COMPRA REALIZADA. AINDA NÃO RECEBI O PRODUTO. EQUIPE DE ATENDIMENTO DO CLUBE DO LAR É UMA EQUIPE TOTALMENTE DESPREPARADA E NÃO PRESTAM NENHUM AUXILIO AO CLIENTE. REALIZEI A COMPRA DO FILTRO E NEM INFORMAÇÃO DO ANDAMENTO DA COMPRA RECEBI. TIVE QUE FAZER VÁRIAS RECLAMAÇÕES NO SITE PARA PODER OBTER INFORMAÇÕES DA ENTREGA DO PRODUTO. DEPOIS DE MUITO CUSTO, OBTIVE RESPOSTA DO SR. MAURÍCIO PETINELLI INFORMANDO QUE MEU PEDIDO HAVIA SIDO DESPACHADO NO DIA 16/06 COM PRAZO DE ENTREGA DE 6 DIAS ÚTEIS. HOJE É DIA 25/06 E AINDA NÃO RECEBI O PRODUTO. ACABO DE ENVIAR OUTRO EMAIL AO SR MAURÍCIO INFORMANDO QUE SEU NÃO EU RECEBER AJUDA POR PARTES DA EQUIPE DO CLUBE DO LAR, ESTAREI CANCELANDO A COMPRA JUNTO AO CARTÃO.",,Store,Bad,Contention,
Usei após o condicionador e achei um bom produto.,Product,,Good,,
Achei muito comprida mandei cortar ,Product,,Bad,,
"Acompanho a trajetória do Renan Cerpe e outros cubers há alguns anos e eles me ensinaram a montar o cubo mágico. Comecei a colecionar cubos mágicos, bem como todos os quebra-cabeças de competição, os melhores do mundo, marcas famosas campeãs (dayan, Gan, Moyu e etc). Comprei o Fellow Cube Carbono honestamente sem esperanças que fosse um cubo que rivalizasse com estes, mas comprei para dar um apoio, sem expectativas. Qual não foi minha surpresa que é de fato um cubo absurdamente bom, muito melhor que eu imaginava, e por eu ser um principiante, achei que não deveu nada a nenhum outro que eu tenho. Parabéns, Cuber Brasil, parabéns Renan! com certeza comprarei outros!",Product,,Good,Experience,
Ele é muito gostoso mas é um pouco seco!,Product,,Good,Bad,
Presentiei minha esposa e ela gostou muito.,Product,,Good,,
"não recebi ainda, era pra ser dia 19/12 e hoje já é dia 24/12 e nada.",,Store,Bad,,
"Envio no prazo, desconto considerável.",,Store,Good,,
"Gostei..cheirinho bem suave e docinho sem se enjoadinho...mas a fixação,  pelo mesmo na minha pele, não ficou muito tempo...A época está de parabéns, entrega perfeita, embalagem muito apropriada. ..Parabéns época,  ganhou um cliente cativo...Vou contar p minhas amigas.",Product,Store,Good,,
muito bom,Product,,Good,,
Eu achei o produto lindo...,Product,,Good,,
Só vi bantagens nesse produto! Primeira de luxo!,Product,,Good,,
Produto de boa qualidade,Product,,Good,,
Uso o Intrakera há muito tempo. Meu cabelo é fino e tem as pontas secas e ele ajuda a hidratar sem pesar. É o melhor Leaving que já utilizei. Não fico sem!,Product,,Good,,
Eu achei Bom.,Product,,Good,,
Otimo,Product,,Good,,
Prodoto chegou rapido ainda nao instalei mas esta tudo beleza,,Store,Good,,
"Produto Excelente! Recomendo!
Ótima qualidade!",Product,,Good,,
A minha namorada adorou o charm. É muito bem feito e muito bonito.,Product,,Good,,
"Sim, otimo amplificador pois na minha opnião
taramps e ideal para tudo eu estou usando. o meu para tocar os tweeter, perfeitos.",Product,,Good,,
Bom,Product,,Good,,
"Confortavel, macio na estrada e na cidade, silencioso e segura nas curvas",Product,,Good,,
"Excelente, lindo, acabamento 100%. Recomendo!",Product,,Good,,
"Adorei o produto! Como tenho urticária por compressão, sempre fico com vermelhidão na região dos elásticos, então resolvi testar calcinhas sem costura e deram super certo! Obrigada",Product,,Good,,
"excelente produto,qualidade e beleza",Product,,Good,,
"Material muito bom, ótima combina com quase tudo que eu tenho",Product,,Good,,
Dei de presente á minha amiga cacheada,Product,,Neutral,,
Bebida adstringente ! não condiz com as informações da embalagem.,Product,,Bad,,
Excelente jogo. ,Product,,Good,,
"Otimo, atendeu todas as expectativas.",Product,,Good,,
"Otimo,muito bom,me sentindo perfumado",Product,,Good,,
"Bonito, couroais firme, mas achei o decote muito fechado para o meu gosto.",Product,,Good,,
Porque é muito cheiroso e cumpre o que promete,Product,,Good,,
"Bom perfume! Notado pelas pessoas.
Tem que ter cautela para usar, principalmente no ambiente de trabalho.
Tem uma fixação e projeção muito boa, não tenho do que reclamar. Excelente custo beneféicio.",Product,Store,Good,,
Ficou lindo na minha pequena,Product,,Good,,
Comprei para revenda...,,,Neutral,,
"Eu prefiro o modelo antigo, não me refiro ao funcionamento da máquina e sim ao design, os botões de manuseio eram mais acessíveis.",Product,,Bad,,
"Produto ótimo! Limpa e hidrata, bom tambem para remover a maquiagem.",Prod,,Good,,
Se o produto q recebi funcionasse... ,,Store,Bad,,
Otimo,Product,,Good,,
Entregou mo prazo e o produto chegou direitinho,,Store,Good,,
"Adorei, deixo uma em casa e outra na bolsa pata ter sempre a mão.",Product,,Good,,
"SUCESSO,  CLAREIA COMO O DIA, FACIL INSTALAÇÃO.",Product,,Good,,
"Achei frágil!!!!é bonito, mas esperava q fosse melhor",Product,,Bad,Good,
"Muito bonito,recomendo.",Product,,Good,,
A cor é muito linda e tem uma boa pigmentação.,Product,,Good,,
Ótima qualidade esse produto,Product,,Good,,
Autofalante do viva voz é ruim e muito baixo. Poucas opções configuraveis. Fica piscando uma luz maldita quando perde ligações e não dá para configurar.,Product,,Bad,,
ótimo,Product,,Good,,
Lindo! e de qualidade.,Product,,Good,,
Gostei da entrega o produto é de boa qualidade e a embalagem era segura,Product,,Good,,
"Apontador lindo, super prático, aponta rapidinho, adorei.",Product,,Good,,
"nao recebi esse produto ainda tao me roubando 
",,Store,Bad,,
Ótimo!!!!,Product,,Good,,
"Bom, mas não tem muita potencia",Product,,Good,,
Loja ultrarapida na entrega e o produto excelente.,Product,Store,Good,,
Excelente produto e entrega rapida,Product,Store,Good,,
"Escolhi essa peça para o meu lavabo. Belíssima, estou muito satisfeita com as compras que fiz, pela qualidade dos produtos, preços, atendimento, entrega, sem falar no acabamento que é nota 1000. Muito obrigada por tudo. Amei!",Product,Store,Good,,
"O produto é muito bom, ótimo e fácil de aplicar... recomendo a compra com certeza vou comprar novamente.
",Product,,Good,,
Produto de excelente qualidade. Entrega rapida. Recomendo.,Product,Store,Good,,
"EXCELENTE PNEU! Comprei após pesquisar muito um pneu custo x benefício e que ficasse legal nas rodas 17 do meu Astra. Tem um desenho legal na banda e umas letrinhas que se destaca bem ao passar um pretinho. ..muito tesão!! Não é barulhento e tem protetor de borda, eu nem tinha percebido ! Obviamente protege bem o aro pq não deixa raspar no meio fio ao estacionar... Se vc tem alguma dúvida, compre de olhos fechados..todo mundo que ve meu carro não acredita que paguei 239,00 cada ! O borracheiro falou muito bem da marca... enfim, é muito gratificante vc fazer uma compra e acertar na mosca e ainda receber elogios. Quanto a entrega, prazo etc... a loja não fez mais que a obrigação que é cumprir os prazos cfe reza a lei do consumidor ! Comprarei mais vezes que precisar este pneu ! Essas informações é q realmente são úteis de ler ! Abcs Alex",Product,Store,Good,Experience,Excellent
Adorei o produto! As maos ficam sedosas!,Product,,Good,,
Ado,,,,Junk,
"Gostei sim, só não dei nota máxima porque um dos carregadores brio com defeito",Product,Store,Good,Bad,
"muito eficiente,mais axo q deveria vir com a moldura cromada,mais sobre o produto e muito bom. muito satisfeito. ",Product,,Good,,
Através do insta achei a Unique.,,,,,
Excelente ,Product,,Good,,
"Nenhum problema, ótima compra, eu gostei.",Product,,Good,,
Excelente,Product,,Good,,
"Lindo, moderno e super confortável. Adorei!!",Product,,Good,,
Entrega rapida...super recomendo o site...a base e maravilhosa.,Product,Store,Good,,
"Ótima cafeteira! Prática e rápida, deixa o café ainda mais encorpado e gostoso! A entrega foi super rápida também! Recomendo! ",Product,Store,Good,,
"chegou com atraso",,Store,Bad
"Atrasou",,Store,Bad
"Ainda não recebi",,Store,Bad
"demorou muito a chegar",,Store,Bad
"problema com os correios",,Store,Bad
"Chegou quebrado",,Store,Bad
"ainda não analisei",,,Neutral
"Nada a declarar",,,Neutral
"Não chegou",,,Neutral
"Nada do produto ainda",,,Bad,
